"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"Testcase_41_TRANS_1","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Primärbuchung unterbrechbar PBU","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.
","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_10","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Sekundärverkäufe (unterbrechbar) SVKAUFU","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_11","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Sekundärkäufe SKAUF","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_12","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Sekundärkäufe (unterbrechbar) SKAUFU","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_13","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Rückkauf RKAUF","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Major","","1.0"," Öffnen des Flexgrids für Kapazitätsrückkäufe im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_14","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Entzug ENTZUG","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Major","","1.0"," Öffnen des Flexgrids für Kapazitätsentzüge im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_2","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Primärbuchung fest PB","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_3","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Rückgaben RUECK","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.
","Functional","Minor","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_4","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Rück-Rückgabe RRUECK","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Major","","1.0","Öffnen des Flexgrids für Primärbuchungen unterbrechbar im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. "
"","","","","","","","2.0","Prüfen der Flexgrid-Anzeige","Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_5","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Reservierungen RSV","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.
","Functional","Major","","1.0"," Öffnen des Flexgrids für Reservierungen im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_6","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - aufgelöste Reservierungen ARESV","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Major","","1.0"," Öffnen des Flexgrids für Kapazitätsreservierungen (aufgelöst) im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
"Testcase_41_TRANS_7","Test: [KapMan2011] UC41_TP_Transaktionssaldoanzeige_2 - Kapazitätsausbau AUSBAU","mehrere Transaktionen des genannten Typs sind vorhanden","A1. Es muss zu jeder Transaktionsart eine Tabelle verfügbar sein, in der alle Transaktionen dieser Art aufgelistet sind.
A2. Bevor eine Tabelle angezeigt wird, muss eine Auswahl vordefinierter fachlich sinnvoller Sichten (Filter und/ oder Gruppierungen) möglich sein. Die Tabellen sollen auch ohne jede Einschränkung geöffnet werden können.
A3. Transaktionsdetails sollen in einem Transaktionsdialog (Tx-Dialog) einsehbar sehen. Für jede der in Tabelle 1 aufgeführten Transaktionsarten soll ein spezifischer Tx-Dialog aufgerufen werden können, um Detailinformationen wie z.B. Stammdaten oder Parameter zu sichten bzw. zu prüfen.
A3.1. Ist die aufgerufene Transaktion (Nr. 3 – 16) keine Primärbuchung soll immer die Möglichkeit bestehen, zur referenzierten Primärbuchung zu navigieren.
A4. Im Primärbuchungsdialog sind Reiter anzubieten, in denen weitere mit der PB referenzierte Transaktionen aufgelistet werden.
A4.1. Das Entgelt (inkl. Entgeltkomponenten) einer Primärbuchung soll erkennbar sein.
A5. In allen Transaktionsdialogen, die Entgeltwirksam sind, muss das nach [4] berechnete Entgelt angezeigt werden.
A6. Sämtliche Entgeltkomponenten müssen separat angezeigt werden.","Functional","Major","","1.0"," Öffnen des Flexgrids für Kapazitätsausbau im MTS.cm"," Vor dem Laden des Flexgrids wird eine Auswahlmöglichkeit zur Vorfilterung angeboten. Übersicht mit allen vorhandenen, spezifischen Transaktionen wird geöffnet."
